POSCAR_FILE, formular, ion_conv, ele_conv, final_energy, out_dir
./str/POSCAR_S_hgrlkd0b.vasp, Ti2 V3 Cu1, True, True, -45.69219075 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_6FQU5E
./str/POSCAR_S_v4901awe.vasp, Ti2 V2 Cu2, True, True, -40.72614924 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_R2F40P
./str/POSCAR_S_r9vtazm9.vasp, Ti2 V2 Cu2, False, True, -40.98695314 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_VRODTR
./str/POSCAR_S_1b8eeym0.vasp, Ti3 V2 Cu1, True, True, -44.28148756 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_IK9M79
./str/POSCAR_S_dv_32i71.vasp, Ti2 V2 Cu2, True, True, -40.19254801 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_ND6M9J
./str/POSCAR_S_kj8lsz_c.vasp, Ti2 V3 Cu1, True, True, -45.37406098 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_QQOAMF
./str/POSCAR_S_cdzp3r3y.vasp, Ti2 V3 Cu1, True, True, -45.49683771 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_LHR3DD
./str/POSCAR_S_hxc38t05.vasp, Ti3 V1 Cu2, True, True, -39.10617983 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_C0HFCK
./str/POSCAR_S_r0_0mwbm.vasp, Ti2 V2 Cu2, True, True, -40.60907077 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_J9BALG
./str/POSCAR_S__2rb845m.vasp, Ti3 V2 Cu1, True, True, -44.62317466 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_SNGZL5
./str/POSCAR_S_i_4gm38j.vasp, Ti1 V3 Cu1, True, True, -37.99306016 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_SN692V
./str/POSCAR_S_twmujeh8.vasp, Ti1 V2 Cu3, True, True, -35.49313837 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_Z593GJ
./str/POSCAR_S_tattzvlg.vasp, Ti3 V2 Cu1, True, True, -44.53711114 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_42LWA1
./str/POSCAR_S_b4e6mv2i.vasp, Ti1 V2 Cu3, True, True, -36.1083297 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_PFI6MD
./str/POSCAR_S_o3gnzsyw.vasp, Ti1 V2 Cu3, True, True, -36.26092429 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_Q4ND6I
./str/POSCAR_S_n0i072n3.vasp, Ti1 V3 Cu2, True, True, -41.39481158 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_H85STM
./str/POSCAR_S_2_7hieno.vasp, Ti1 V1 Cu4, True, True, -30.74258783 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_CC3OZV
./str/POSCAR_S_znc114vk.vasp, Ti3 V1 Cu2, False, True, -38.47323252 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_9RRRPW
./str/POSCAR_S_b31t92rl.vasp, Ti3 V2 Cu1, True, True, -43.93496078 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_XNBM5J
./str/POSCAR_S_6_ck0lcm.vasp, Ti3 V1 Cu2, True, True, -38.39541582 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_Y0R1JO
./str/POSCAR_S_m44aml7n.vasp, Ti2 V3 Cu1, True, True, -45.62488144 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_SVXDFM
./str/POSCAR_S_q6wnhi4g.vasp, Ti2 V1 Cu3, False, True, -35.27037195 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_VXA2M8
./str/POSCAR_S_wvicvauk.vasp, Ti2 V2 Cu2, True, True, -39.89806034 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_772VLP
./str/POSCAR_S_bv0xl3f7.vasp, Ti1 V4 Cu1, True, True, -46.81251897 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_BHW9YQ
./str/POSCAR_S_zl9rxwwf.vasp, Ti1 V2 Cu3, True, True, -35.93630483 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_S5YDIO
./str/POSCAR_S_kaea2t51.vasp, Ti4 V1 Cu1, True, True, -43.22941816 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_DU6P28
./str/POSCAR_S_3teo5iv3.vasp, Ti4 V1 Cu1, True, True, -43.52536017 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_EQ6QRV
./str/POSCAR_S_y73x3b66.vasp, Ti2 V1 Cu2, True, True, -31.54714733 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_46QOUC
./str/POSCAR_S_cu8isk8g.vasp, Ti2 V3 Cu1, True, True, -45.75479243 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_I3NIGA
./str/POSCAR_S_1l16zzbi.vasp, Ti2 V3 Cu1, True, True, -45.41831416 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_ZJYLSR
./str/POSCAR_S_l792_3vj.vasp, Ti2 V1 Cu3, True, True, -34.9235607 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_G1GESU
./str/POSCAR_S_29l_12o0.vasp, Ti2 V1 Cu2, True, True, -31.54059498 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_TZ02PU
./str/POSCAR_S_o9m7y__5.vasp, Ti3 V2 Cu1, True, True, -44.3946018 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_NBP757
./str/POSCAR_S_sk29bgiv.vasp, Ti2 V1 Cu3, False, True, -35.27277049 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_USC3VP
./str/POSCAR_S_3j4tk652.vasp, Ti3 V2 Cu1, True, True, -44.01502838 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_6CT67Y
./str/POSCAR_S_rpoc5por.vasp, Ti3 V1 Cu2, False, True, -39.5489455 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_HXI1QU
./str/POSCAR_S_rojsbwab.vasp, Ti2 V1 Cu3, False, True, -35.12483136 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_2Z8VMY
./str/POSCAR_S_7ehq2o_k.vasp, Ti3 V1 Cu2, True, True, -39.21943925 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_4PCII4
./str/POSCAR_S_33bn7l20.vasp, Ti1 V2 Cu3, True, True, -36.21428545 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_5T0RW5
./str/POSCAR_S_y2mz4vu9.vasp, Ti1 V3 Cu2, False, True, -41.48060085 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_VUOH03
./str/POSCAR_S_doyzi3kl.vasp, Ti3 V1 Cu2, True, True, -39.51464248 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_UUR1N4
./str/POSCAR_S_jwl8_prt.vasp, Ti1 V3 Cu2, True, True, -41.58657939 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_8IL8SG
./str/POSCAR_S_1fart5he.vasp, Ti3 V2 Cu1, False, True, -44.30396551 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_BBPYTS
./str/POSCAR_S_a_hv2rja.vasp, Ti3 V1 Cu2, True, True, -38.71808348 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_4VPG61
./str/POSCAR_S_gzfaqqzq.vasp, Ti2 V2 Cu1, True, True, -36.88020097 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_L8U6HA
./str/POSCAR_S_poltf_yk.vasp, Ti1 V4 Cu1, True, True, -46.9696568 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_YM7L75
./str/POSCAR_S_gul5ypwg.vasp, Ti2 V2 Cu2, True, True, -40.32021502 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_H5NIWO
./str/POSCAR_S_i4zutccu.vasp, Ti4 V1 Cu1, False, True, -42.97509509 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_F95XA7
./str/POSCAR_S_sw29a6ya.vasp, Ti2 V2 Cu2, True, True, -40.22029075 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_QP82U7
./str/POSCAR_S_4qiflxuo.vasp, Ti2 V3 Cu1, True, True, -45.57592997 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_5ZOVQF
./str/POSCAR_S_yrllj1oz.vasp, Ti1 V1 Cu4, True, True, -30.94232451 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_4CZ56S
./str/POSCAR_S_p7tuba55.vasp, Ti1 V1 Cu3, True, True, -27.32324499 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_53E87Z
./str/POSCAR_S_yc6fjphr.vasp, Ti4 V1 Cu1, True, True, -43.67160186 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_JEFAI5
./str/POSCAR_S_8himzp8d.vasp, Ti4 V1 Cu1, False, True, -43.34896124 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_H7GYAW
./str/POSCAR_S__pjdd6su.vasp, Ti1 V2 Cu3, True, True, -35.7508725 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_VZ2WB3
./str/POSCAR_S_93jjl43b.vasp, Ti2 V1 Cu1, False, True, -27.73454265 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_B65O15
./str/POSCAR_S_in4ordqe.vasp, Ti1 V1 Cu4, True, True, -30.69209985 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_SD3MHY
./str/POSCAR_S_qnklwfvt.vasp, Ti2 V2 Cu2, True, True, -40.59429096 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_8SNMT2
./str/POSCAR_S_kuf93jts.vasp, Ti2 V1 Cu3, True, True, -35.46786211 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_G307VN
./str/POSCAR_S_ptkrcz5a.vasp, Ti2 V3 Cu1, True, True, -45.91333848 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_TGIS5W
./str/POSCAR_S_yw50br_9.vasp, Ti2 V2 Cu2, True, True, -40.61855306 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_C6CBNG
./str/POSCAR_S_vod9z0jp.vasp, Ti3 V1 Cu1, True, True, -35.62887343 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_T5AQ3P
./str/POSCAR_S_5tdlhwne.vasp, Ti2 V3 Cu1, True, True, -45.3652792 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_L82PMG
./str/POSCAR_S_etz7dtei.vasp, Ti2 V2 Cu2, True, True, -40.37632353 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_VEBAIL
./str/POSCAR_S_g4h_uuax.vasp, Ti2 V3 Cu1, True, True, -45.67945754 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_HW37Z8
./str/POSCAR_S_pyxgzvln.vasp, Ti3 V2 Cu1, True, True, -44.43436331 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_B8TMIA
./str/POSCAR_S_nn112dt_.vasp, Ti2 V2 Cu2, True, True, -40.19161214 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_YM6K3C
./str/POSCAR_S_g4vpig4a.vasp, Ti1 V2 Cu3, True, True, -35.56290915 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_THB139
./str/POSCAR_S_c6f21oa0.vasp, Ti2 V3 Cu1, True, True, -45.67574342 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_IR7VEL
./str/POSCAR_S_hcvjgs3v.vasp, Ti2 V1 Cu1, True, True, -27.88080541 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_E5TK6X
./str/POSCAR_S_dznnzny3.vasp, Ti2 V2 Cu2, False, True, -40.45974302 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_X0B290
./str/POSCAR_S_1jf7q_h2.vasp, Ti2 V1 Cu3, False, True, -34.97377084 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_BQSHB9
./str/POSCAR_S_yblqfsva.vasp, Ti3 V2 Cu1, True, True, -44.44202703 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_G3YA5Q
./str/POSCAR_S_spal9mq9.vasp, Ti2 V1 Cu2, True, True, -31.53280347 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_ZRNDO8
./str/POSCAR_S_zz4ap39j.vasp, Ti2 V2 Cu2, False, True, -40.60828474 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_9JM3N8
./str/POSCAR_S_yljr4zwo.vasp, Ti2 V2 Cu2, True, True, -40.11641187 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_57TX84
./str/POSCAR_S_fe1gbp2m.vasp, Ti4 V1 Cu1, False, True, -43.0471716 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_OVQOFV
./str/POSCAR_S_nqj2tjwe.vasp, Ti1 V3 Cu2, True, True, -40.77866438 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_51CNJT
./str/POSCAR_S_3rkrbnw_.vasp, Ti2 V2 Cu2, True, True, -40.1542048 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_GJNRI2
./str/POSCAR_S_23urdek1.vasp, Ti3 V1 Cu2, True, True, -38.90764902 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_IZZ5QN
./str/POSCAR_S_77_cktlc.vasp, Ti2 V1 Cu2, True, True, -31.48345237 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_B3FXE4
./str/POSCAR_S_nqmbitr3.vasp, Ti1 V3 Cu2, True, True, -41.43264802 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_959RRC
./str/POSCAR_S_bkgpbgf9.vasp, Ti2 V2 Cu2, False, True, -40.24240008 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_P7UT8U
./str/POSCAR_S_5b_xik6r.vasp, Ti3 V1 Cu2, True, True, -38.82229663 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_O9SCPF
./str/POSCAR_S_o4qzuxvi.vasp, Ti3 V1 Cu2, False, True, -39.22686589 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_4Y72R5
./str/POSCAR_S_1di4bry8.vasp, Ti3 V1 Cu2, True, True, -39.1911624 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_ICEZJO
./str/POSCAR_S_611du7zk.vasp, Ti2 V3 Cu1, False, True, -45.46028365 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_J4AVP4
./str/POSCAR_S_7t7l8erc.vasp, Ti2 V2 Cu2, True, True, -40.65797559 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_UXLCTK
./str/POSCAR_S_2cqx3gkd.vasp, Ti1 V3 Cu2, True, True, -41.44916566 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_EOCPQR
./str/POSCAR_S_8822eo9q.vasp, Ti1 V3 Cu2, True, True, -41.43456315 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_X6KJ0N
./str/POSCAR_S_ofoae1_p.vasp, Ti3 V1 Cu2, True, True, -39.11631564 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_VQGIR5
./str/POSCAR_S_ljh0bwe9.vasp, Ti2 V2 Cu2, True, True, -40.39702462 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_CQ953Q
./str/POSCAR_S_2b28j_t4.vasp, Ti1 V4 Cu1, True, True, -47.064699 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3P77W8
./str/POSCAR_S_q87vc46c.vasp, Ti1 V2 Cu1, True, True, -29.27221829 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_QJDXEI
./str/POSCAR_S_h40pqubn.vasp, Ti2 V2 Cu2, True, True, -39.75853987 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_E5T3OM
./str/POSCAR_S_c85lwzgs.vasp, Ti1 V4 Cu1, True, True, -46.6244054 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_Q5REVU
./str/POSCAR_S_1qddux6b.vasp, Ti2 V2 Cu2, True, True, -39.74756314 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_X97NKS
./str/POSCAR_S_zr5r_jiu.vasp, Ti2 V1 Cu1, True, True, -28.00060741 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_D1MJ4T
./str/POSCAR_S_4gsgxscm.vasp, Ti3 V2 Cu1, True, True, -44.48417878 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_ZFFODE
./str/POSCAR_S_zvaed35e.vasp, Ti1 V2 Cu3, True, True, -35.63447063 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_6FXIEW
./str/POSCAR_S_crgf927_.vasp, Ti2 V3 Cu1, True, True, -45.47588173 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_0FT5U2
./str/POSCAR_S__3njkrwg.vasp, Ti1 V1 Cu4, True, True, -30.84760756 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_7UWLEH
./str/POSCAR_S_h37v7t1c.vasp, Ti1 V2 Cu3, False, True, -36.16219758 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_MHEX7Q
./str/POSCAR_S__zjp3kcg.vasp, Ti1 V3 Cu2, True, True, -41.33148377 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_GLWIXZ
./str/POSCAR_S_288p0zv8.vasp, Ti3 V1 Cu2, True, True, -39.72745542 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_4B0219
./str/POSCAR_S_mfxg984b.vasp, Ti1 V4 Cu1, True, True, -46.86572282 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_792GLW
./str/POSCAR_S_wr7pmuh_.vasp, Ti1 V3 Cu2, True, True, -40.62145291 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_B1TUNO
./str/POSCAR_S_eqz_7pjx.vasp, Ti2 V2 Cu2, True, True, -40.53422332 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_EUN1D9
./str/POSCAR_S_s2pluvx3.vasp, Ti2 V1 Cu3, True, True, -35.29351311 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3T6I0X
./str/POSCAR_S_pscp36az.vasp, Ti2 V2 Cu1, True, True, -36.79056794 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_VLMD64
./str/POSCAR_S_bixb77tr.vasp, Ti1 V2 Cu3, True, True, -36.22491057 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_BBRBIF
./str/POSCAR_S_5xz4pj1s.vasp, Ti1 V4 Cu1, True, True, -46.68837512 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_6LC74W
./str/POSCAR_S_b5sa0287.vasp, Ti3 V1 Cu2, True, True, -38.73462016 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_PLA9DP
./str/POSCAR_S_yt6tqzu5.vasp, Ti2 V3 Cu1, True, True, -45.6003452 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_L1EYY3
./str/POSCAR_S_xau1a4xo.vasp, Ti1 V2 Cu2, True, True, -32.79247562 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_H7QZYH
./str/POSCAR_S_4sqo6xge.vasp, Ti1 V2 Cu3, True, True, -36.25547711 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3Q7NWG
./str/POSCAR_S_qkoao5s8.vasp, Ti1 V3 Cu2, True, True, -41.17753803 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_GX4SCO
./str/POSCAR_S_dzq6w38v.vasp, Ti2 V2 Cu2, True, True, -40.31873069 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_31M80U
./str/POSCAR_S_s8hve0aj.vasp, Ti2 V2 Cu1, True, True, -36.74930163 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_UXZQQ2
./str/POSCAR_S_nt2cnrx2.vasp, Ti1 V2 Cu3, True, True, -36.12293651 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_FG82XU
./str/POSCAR_S_8s206rof.vasp, Ti2 V3 Cu1, True, True, -45.46944054 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_7PPG3I
./str/POSCAR_S_59ned3u9.vasp, Ti2 V3 Cu1, False, True, -45.63626367 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_Y1IB4Y
./str/POSCAR_S_ylrkz7s6.vasp, Ti3 V2 Cu1, True, True, -44.64898588 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_NXBZC3
./str/POSCAR_S_snwk57ro.vasp, Ti2 V3 Cu1, True, True, -45.30675254 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_TAXV8P
./str/POSCAR_S_vboint2f.vasp, Ti1 V2 Cu2, False, True, -32.23505215 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_RD6AT2
./str/POSCAR_S_v53zs_wx.vasp, Ti3 V1 Cu2, True, True, -39.42863523 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_FEP3LM
./str/POSCAR_S_mf5laimr.vasp, Ti2 V3 Cu1, True, True, -45.69955519 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_BWZEZL
./str/POSCAR_S_55w2jpbj.vasp, Ti2 V1 Cu3, True, True, -35.20230762 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_1J25QA
./str/POSCAR_S_p4m4q77q.vasp, Ti2 V3 Cu1, True, True, -45.93419667 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_RYXN44
./str/POSCAR_S_4hvbyxow.vasp, Ti1 V2 Cu3, True, True, -35.74963908 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_X25QJ6
./str/POSCAR_S_27kjk6jt.vasp, Ti2 V1 Cu3, True, True, -35.1004491 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_JKYUVO
./str/POSCAR_S_tnan39ol.vasp, Ti1 V2 Cu3, True, True, -35.59369495 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_JFVMU6
./str/POSCAR_S_nvbeaviy.vasp, Ti1 V3 Cu2, True, True, -41.42846592 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_FQ6HJ6
./str/POSCAR_S_n87bh02c.vasp, Ti1 V2 Cu3, True, True, -36.22681163 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_6ABVJL
./str/POSCAR_S_3v4mwflb.vasp, Ti1 V1 Cu4, True, True, -30.25204796 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_R1AE9W
./str/POSCAR_S_n5incdgz.vasp, Ti2 V2 Cu2, False, True, -40.02109425 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_P34FZH
./str/POSCAR_S_yxe75y6m.vasp, Ti3 V1 Cu2, True, True, -39.30976015 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_IX08B0
./str/POSCAR_S_xfj050y5.vasp, Ti2 V1 Cu3, True, True, -35.32402273 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_2VKEZ1
./str/POSCAR_S_4w4tgl8u.vasp, Ti1 V2 Cu1, True, True, -28.96624483 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_T9Y8M6
./str/POSCAR_S_ltgimrba.vasp, Ti4 V1 Cu1, False, True, -43.06435432 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_YKXBG0
./str/POSCAR_S_c25fx5j5.vasp, Ti3 V2 Cu1, True, True, -44.93812601 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_1QBQU0
./str/POSCAR_S_7l2begsi.vasp, Ti1 V1 Cu4, True, True, -31.0136826 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_BHN0E5
./str/POSCAR_S_qd38c_gb.vasp, Ti1 V3 Cu2, True, True, -40.60490861 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_BXCQE5
./str/POSCAR_S_fla93nzj.vasp, Ti1 V2 Cu3, True, True, -35.51965951 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_9AWXWG
