POSCAR_FILE, formular, ion_conv, ele_conv, final_energy, out_dir
./str/POSCAR_S_hj0850zm.vasp, Ti1 V2 Cu2, False, True, -32.83297962 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_YJHMQ4
./str/POSCAR_S_bqu4lzxo.vasp, Ti1 V1 Cu2, True, True, -24.02251303 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_CPU6DE
./str/POSCAR_S_da3sul0e.vasp, Ti2 V1 Cu2, True, True, -31.40640988 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_GNKDN6
./str/POSCAR_S_gd0l3urz.vasp, Ti1 V2 Cu3, True, True, -35.56493233 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_4Q8NFL
./str/POSCAR_S_z3dkw697.vasp, Ti2 V2 Cu2, True, True, -39.78913009 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_U2IQT8
./str/POSCAR_S_djwsuc9c.vasp, Ti1 V1 Cu2, True, True, -23.71472321 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_4OONV3
./str/POSCAR_S_28jp17b7.vasp, Ti2 V3 Cu1, True, True, -45.77811596 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_FD50FS
./str/POSCAR_S_0v754jc_.vasp, Ti1 V3 Cu2, True, True, -41.36643243 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_IA4WSN
./str/POSCAR_S_8t5980ne.vasp, Ti1 V1 Cu4, True, True, -31.10859033 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_IBLI30
./str/POSCAR_S_nwpndwem.vasp, Ti2 V2 Cu2, True, True, -40.29989711 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_NMG0ZR
./str/POSCAR_S_2xf9umg8.vasp, Ti4 V1 Cu1, False, True, -43.45823348 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_7XI7VW
./str/POSCAR_S_w1_vaw0k.vasp, Ti1 V4 Cu1, True, True, -46.91567899 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_J41C3Y
./str/POSCAR_S_uwd41rwv.vasp, Ti1 V2 Cu2, True, True, -32.38958108 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_I8HANT
./str/POSCAR_S_3kecvt_r.vasp, Ti1 V3 Cu2, True, True, -41.11399674 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_VA6J0C
./str/POSCAR_S_39lvfdew.vasp, Ti1 V1 Cu4, True, True, -30.98467965 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_92AZLE
./str/POSCAR_S_xfxb2jfk.vasp, Ti2 V3 Cu1, True, True, -45.68797212 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_JM281Q
./str/POSCAR_S_aergeq7n.vasp, Ti2 V1 Cu2, True, True, -31.58225364 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_DFAZNG
./str/POSCAR_S_nki1_b0j.vasp, Ti4 V1 Cu1, True, True, -43.04594598 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_XFUWRB
./str/POSCAR_S_hh60dfpe.vasp, Ti3 V2 Cu1, True, True, -44.81198749 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3KHSZE
./str/POSCAR_S_j7449uyg.vasp, Ti2 V2 Cu2, True, True, -40.36485419 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_MYIE65
./str/POSCAR_S_6pnlmf8z.vasp, Ti4 V1 Cu1, True, True, -43.44406281 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_HTPBRG
./str/POSCAR_S_6v1vt3n2.vasp, Ti1 V2 Cu3, True, True, -35.84133202 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3JHFKX
./str/POSCAR_S_2sxk13m9.vasp, Ti2 V3 Cu1, False, True, -45.32402639 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_AFJFZM
./str/POSCAR_S_gg3n4rw_.vasp, Ti2 V2 Cu2, True, True, -39.92541856 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_ARDADR
./str/POSCAR_S_f876i0ts.vasp, Ti2 V3 Cu1, True, True, -45.56596215 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_J7N5AA
./str/POSCAR_S_afszuhcn.vasp, Ti1 V4 Cu1, True, True, -46.63214337 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_DPJHZ2
./str/POSCAR_S_lbub2j1h.vasp, Ti2 V2 Cu2, True, True, -40.05075921 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_PB60MF
./str/POSCAR_S_wl8gv4k1.vasp, Ti2 V3 Cu1, True, True, -45.48520977 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_5TDJVD
./str/POSCAR_S_yxu2unht.vasp, Ti1 V3 Cu2, True, True, -41.29349978 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_LBQEUF
./str/POSCAR_S_6st3p2jk.vasp, Ti3 V1 Cu2, True, True, -39.63161317 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3O04N5
./str/POSCAR_S_apwmr7j7.vasp, Ti1 V1 Cu4, False, True, -31.04403773 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_UVCERG
./str/POSCAR_S_ibry3vx0.vasp, Ti2 V1 Cu3, True, True, -34.80249101 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_V502PI
./str/POSCAR_S_icusa44u.vasp, Ti2 V2 Cu2, True, True, -40.29200091 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_SVX8T1
./str/POSCAR_S_ywa6_38h.vasp, Ti3 V2 Cu1, True, True, -44.3554513 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_PCAKJB
./str/POSCAR_S_5lcxubx1.vasp, Ti2 V1 Cu2, False, True, -31.06708471 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_OPOL5E
./str/POSCAR_S_eap_y1q5.vasp, Ti4 V1 Cu1, False, True, -43.17276573 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_IWYTU1
./str/POSCAR_S_qnsnhs2s.vasp, Ti1 V2 Cu3, True, True, -36.00356786 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_6XXV1T
./str/POSCAR_S_z52sxc1i.vasp, Ti2 V1 Cu3, False, True, -35.07487233 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3Y1RH5
./str/POSCAR_S_6ym6g5uu.vasp, Ti2 V3 Cu1, True, True, -45.55240846 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_P6I69V
./str/POSCAR_S_02h_amsa.vasp, Ti2 V2 Cu2, True, True, -40.44386812 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_TM3MMF
./str/POSCAR_S_7zbm_oos.vasp, Ti3 V1 Cu2, True, True, -39.15647572 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_SHKQ2M
./str/POSCAR_S_4nhq78xk.vasp, Ti4 V1 Cu1, True, True, -43.34483353 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_MKX5QP
./str/POSCAR_S_8sga6rnf.vasp, Ti1 V2 Cu3, True, True, -36.18195641 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_O5415O
./str/POSCAR_S_5nq3h4zy.vasp, Ti2 V2 Cu2, False, True, -40.14174182 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_DHKEEI
./str/POSCAR_S_h94w96_7.vasp, Ti1 V3 Cu2, True, True, -41.19474452 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_98M63K
./str/POSCAR_S_6xy55jkh.vasp, Ti1 V1 Cu4, False, True, -30.72079768 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_8N2JFS
./str/POSCAR_S_7_j36qoa.vasp, Ti3 V1 Cu1, True, True, -35.63228679 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_PEZ6E5
./str/POSCAR_S_2ynisk9k.vasp, Ti2 V3 Cu1, True, True, -45.66133483 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_V0S2BC
./str/POSCAR_S_mtai5o2e.vasp, Ti3 V1 Cu1, True, True, -35.96903114 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_0U1F0S
./str/POSCAR_S_21kjj871.vasp, Ti2 V3 Cu1, True, True, -45.77245643 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_H0KIRI
./str/POSCAR_S_8n6uikro.vasp, Ti2 V2 Cu2, True, True, -40.25435719 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_HBFO63
./str/POSCAR_S_4og6viwi.vasp, Ti2 V2 Cu1, True, True, -36.67943667 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_E5J3FE
./str/POSCAR_S_h7etl2y5.vasp, Ti2 V1 Cu3, True, True, -34.99457242 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_6FA6KG
./str/POSCAR_S_an4zro71.vasp, Ti2 V2 Cu1, True, True, -36.29342294 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_9VJM7Y
./str/POSCAR_S_p7926_ic.vasp, Ti2 V3 Cu1, True, True, -45.46461781 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_PZPPUQ
./str/POSCAR_S_ubuudgxi.vasp, Ti1 V2 Cu3, True, True, -36.10096898 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_VWVX4O
./str/POSCAR_S_u1_pn574.vasp, Ti2 V1 Cu3, True, True, -34.89245001 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_KRGZ4X
./str/POSCAR_S_pbx13elk.vasp, Ti1 V1 Cu1, True, True, -20.1921621 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_VKH4QP
./str/POSCAR_S_2yolgngj.vasp, Ti1 V1 Cu3, True, True, -27.34669447 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_EKBA0K
./str/POSCAR_S_shksty3e.vasp, Ti2 V2 Cu2, True, True, -39.60609369 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_DOVRSB
./str/POSCAR_S_ghpq9aq_.vasp, Ti2 V2 Cu2, False, True, -39.68680782 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_R7VVXL
./str/POSCAR_S_uc03mk5c.vasp, Ti1 V4 Cu1, True, True, -46.57518484 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_XXAYWL
./str/POSCAR_S_i1_zg6w5.vasp, Ti1 V3 Cu2, True, True, -41.63417889 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_7G0CCR
./str/POSCAR_S_hq9sjyd9.vasp, Ti3 V2 Cu1, True, True, -44.37007904 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_UEA2JK
./str/POSCAR_S_vn3chvsk.vasp, Ti2 V2 Cu2, True, True, -40.48348382 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_KVD2LQ
./str/POSCAR_S_t9zgzqg1.vasp, Ti3 V1 Cu2, True, True, -39.34238849 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_VFQ64R
./str/POSCAR_S_mm_wy246.vasp, Ti2 V2 Cu2, True, True, -39.9872321 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3KS6BM
./str/POSCAR_S_34xj3mjt.vasp, Ti1 V1 Cu4, True, True, -30.92306426 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_I44SQQ
./str/POSCAR_S_afu2htfu.vasp, Ti3 V1 Cu2, True, True, -38.92776789 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_C0N6SH
./str/POSCAR_S_oib9odtk.vasp, Ti3 V1 Cu1, True, True, -35.47635097 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_HM403S
./str/POSCAR_S_ir6roki3.vasp, Ti1 V3 Cu2, False, True, -41.56052368 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_LRLH18
./str/POSCAR_S_sk23fr4d.vasp, Ti1 V3 Cu2, True, True, -40.52067998 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_HQHI90
./str/POSCAR_S_ac9j_ec7.vasp, Ti1 V1 Cu2, True, True, -23.70896408 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_0JCLS2
./str/POSCAR_S_dsoanfsk.vasp, Ti2 V3 Cu1, True, True, -45.58599921 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_541RKW
./str/POSCAR_S_htbuyf7r.vasp, Ti1 V3 Cu2, True, True, -42.15730644 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_MCVV9I
./str/POSCAR_S_rorjala6.vasp, Ti4 V1 Cu1, True, True, -43.30893993 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_THB7OX
./str/POSCAR_S_udgnea22.vasp, Ti2 V1 Cu3, True, True, -35.07617797 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_LZEGU9
./str/POSCAR_S_bl13v2g1.vasp, Ti1 V1 Cu4, True, True, -30.97078542 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_A0J6NZ
./str/POSCAR_S_fyefl920.vasp, Ti3 V2 Cu1, True, True, -44.32783368 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_U02GXP
./str/POSCAR_S_5wfajnmf.vasp, Ti2 V1 Cu2, True, True, -31.70871558 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_4K5SPC
./str/POSCAR_S_w2yjxh13.vasp, Ti1 V3 Cu1, True, True, -37.71128539 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_ZUHZ5N
./str/POSCAR_S_u4je178g.vasp, Ti3 V1 Cu2, True, True, -39.08498956 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_FRA76D
./str/POSCAR_S_y86oow4d.vasp, Ti1 V2 Cu3, True, True, -36.16607792 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_94EVHR
./str/POSCAR_S_4ce1h0b5.vasp, Ti1 V3 Cu1, True, True, -37.71622833 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_5HSUHG
./str/POSCAR_S_f8915ocg.vasp, Ti4 V1 Cu1, True, True, -43.19864431 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_FLHAJ5
./str/POSCAR_S_2ytkku1h.vasp, Ti3 V1 Cu2, True, True, -38.98000565 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_Z2SC3L
./str/POSCAR_S_qvms83d4.vasp, Ti1 V3 Cu2, True, True, -41.14654276 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_Y9A4JC
./str/POSCAR_S_kl_kkr59.vasp, Ti2 V2 Cu2, True, True, -39.69915312 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_5KG7JT
./str/POSCAR_S_4mgmity1.vasp, Ti1 V1 Cu4, False, True, -31.53420492 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_YX0DKT
./str/POSCAR_S_do02f2k0.vasp, Ti1 V1 Cu2, True, True, -23.51026309 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_JT0ANW
./str/POSCAR_S_40k1vg4k.vasp, Ti1 V1 Cu2, True, True, -23.63945584 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_NUWTZT
./str/POSCAR_S_vrwny0s_.vasp, Ti3 V2 Cu1, True, True, -44.50017882 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_S4K2AQ
./str/POSCAR_S_gn6efd6q.vasp, Ti4 V1 Cu1, False, True, -43.24672373 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_8NFWLF
./str/POSCAR_S_tdbt0l4_.vasp, Ti1 V4 Cu1, True, True, -46.70507326 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_28Z935
./str/POSCAR_S_2xtgnilz.vasp, Ti2 V1 Cu3, True, True, -35.36543511 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_EBZNKZ
./str/POSCAR_S_c759idq7.vasp, Ti1 V2 Cu3, True, True, -36.11328663 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_P5EG9C
./str/POSCAR_S_k6v0kze0.vasp, Ti2 V2 Cu2, True, True, -40.63158893 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_IEFR7F
./str/POSCAR_S_yy58vbo9.vasp, Ti1 V4 Cu1, True, True, -46.71662218 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_25HH90
./str/POSCAR_S_t33c_qxd.vasp, Ti1 V3 Cu1, True, True, -38.08249082 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_1K4QBJ
./str/POSCAR_S_pk_0mr30.vasp, Ti4 V1 Cu1, True, True, -43.294092 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_Q6HHDX
./str/POSCAR_S_6vi5uarl.vasp, Ti1 V1 Cu3, False, True, -27.5258923 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3W91FP
./str/POSCAR_S_yke7fetx.vasp, Ti1 V4 Cu1, True, True, -46.30939682 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_68ZSXH
./str/POSCAR_S__b96b_gs.vasp, Ti1 V2 Cu3, False, True, -35.76014757 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_EIMPPS
./str/POSCAR_S_dbaq2ndy.vasp, Ti2 V1 Cu3, True, True, -35.21450788 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_MOHJTE
./str/POSCAR_S_irmy645_.vasp, Ti1 V2 Cu3, True, True, -36.09612503 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_H5VZ8C
./str/POSCAR_S_dc1lrlhl.vasp, Ti4 V1 Cu1, True, True, -43.21622975 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_TFSJCI
./str/POSCAR_S_248kq0p1.vasp, Ti3 V1 Cu2, True, True, -39.24886305 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3NVS9Z
./str/POSCAR_S_e7b72wf1.vasp, Ti2 V3 Cu1, True, True, -45.76319356 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_70AQR3
./str/POSCAR_S_pz3psbda.vasp, Ti1 V3 Cu2, True, True, -40.72956457 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_Y88TZL
./str/POSCAR_S_xf655k3h.vasp, Ti3 V2 Cu1, True, True, -44.33312932 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3Z1IR2
./str/POSCAR_S_fv0amupj.vasp, Ti3 V1 Cu2, True, True, -39.85929054 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_LZCIBT
./str/POSCAR_S_alo4s0bz.vasp, Ti1 V2 Cu3, True, True, -36.27370567 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_ZAHYQI
./str/POSCAR_S_qt4vonp8.vasp, Ti2 V1 Cu1, True, True, -27.73492548 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_8B8Q2W
./str/POSCAR_S_heqv5y5s.vasp, Ti2 V1 Cu2, False, True, -31.51915431 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_SSXKGV
./str/POSCAR_S_amphs2br.vasp, Ti1 V1 Cu2, True, True, -23.70863276 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_EU3M3B
./str/POSCAR_S_sssk2f6f.vasp, Ti1 V2 Cu3, True, True, -35.49399727 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_CRNWED
./str/POSCAR_S_97nloe_q.vasp, Ti2 V1 Cu1, True, True, -27.64699689 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_ITBPFG
./str/POSCAR_S_ks41lwcf.vasp, Ti1 V3 Cu2, True, True, -41.53563817 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_FUB3GJ
./str/POSCAR_S_9zyh60nl.vasp, Ti2 V2 Cu2, True, True, -40.27052327 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_9GDO07
./str/POSCAR_S_9jk_vhjk.vasp, Ti3 V2 Cu1, False, True, -44.59188239 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_84U4EF
./str/POSCAR_S_ubm_p5cs.vasp, Ti1 V2 Cu1, True, True, -28.90773365 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_DHEN9E
./str/POSCAR_S_rd9397an.vasp, Ti4 V1 Cu1, False, True, -43.00849469 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_IQ7YWS
./str/POSCAR_S_bzgaw2pi.vasp, Ti2 V2 Cu2, False, True, -40.04576771 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_B18CBZ
./str/POSCAR_S_7pazgug8.vasp, Ti2 V3 Cu1, True, True, -45.51019609 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_BFDK00
./str/POSCAR_S_e5lgqkem.vasp, Ti3 V1 Cu2, True, True, -39.5367437 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_7EBZ1C
./str/POSCAR_S_ojr7dw2y.vasp, Ti2 V1 Cu3, False, True, -35.19051738 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_FX5YCE
./str/POSCAR_S_uav06zzm.vasp, Ti1 V1 Cu4, True, True, -31.14243284 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_YN1OTQ
./str/POSCAR_S_dy8yi9f2.vasp, Ti2 V1 Cu1, True, True, -28.28829711 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_79A4BB
./str/POSCAR_S_xqrfiu4q.vasp, Ti3 V1 Cu2, True, True, -38.64389193 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_5Q67X9
./str/POSCAR_S_cwzd7a8s.vasp, Ti1 V3 Cu2, True, True, -40.88697152 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3P5CBG
./str/POSCAR_S_7bo23alz.vasp, Ti1 V1 Cu4, True, True, -30.82360152 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_OWGUK3
./str/POSCAR_S_71pfamab.vasp, Ti2 V3 Cu1, True, True, -46.28750255 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_EDZ2D4
./str/POSCAR_S_x1ax6adl.vasp, Ti3 V2 Cu1, True, True, -44.36867819 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_L1KLCW
./str/POSCAR_S_ol2q91xe.vasp, Ti3 V1 Cu2, True, True, -39.20982551 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_Z229PB
./str/POSCAR_S_nyjzoggs.vasp, Ti2 V2 Cu2, True, True, -40.14276169 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_VWRING
./str/POSCAR_S_1ruujrqq.vasp, Ti2 V1 Cu3, True, True, -35.28544633 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_5T8XSO
./str/POSCAR_S_i766u_67.vasp, Ti1 V3 Cu2, True, True, -41.20586171 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_YBW0NE
./str/POSCAR_S_28_2iipg.vasp, Ti3 V2 Cu1, True, True, -44.57250947 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_Z49HVM
./str/POSCAR_S_5ypoysof.vasp, Ti2 V1 Cu2, True, True, -31.67653905 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_5OKYJ8
./str/POSCAR_S_gp8x6vag.vasp, Ti1 V1 Cu3, True, True, -27.10977433 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_94OJ4M
./str/POSCAR_S_1y2b8sw2.vasp, Ti2 V2 Cu2, True, True, -39.94435553 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3G387X
./str/POSCAR_S_vvvpi0iy.vasp, Ti3 V1 Cu2, False, True, -39.32342556 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_72ONSZ
./str/POSCAR_S_52y_5teg.vasp, Ti1 V4 Cu1, True, True, -46.7485266 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_F3AW4S
./str/POSCAR_S_6kasq0ru.vasp, Ti2 V3 Cu1, True, True, -45.68030097 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_X064MK
